1.000000,0.000204,0.147307,0.147510,1.433543,77.213547
2.000000,0.000205,0.016202,0.016407,1.449653,81.054688
3.000000,0.000110,0.010402,0.010512,1.309302,80.338547
4.000000,0.000163,0.008847,0.009011,1.278731,80.664062
5.000000,0.000182,0.007804,0.007986,1.406585,81.022141
6.000000,0.000262,0.009061,0.009323,1.210238,80.891930
7.000000,0.000184,0.006308,0.006493,1.446905,80.110680
8.000000,0.000400,0.006256,0.006656,1.214876,80.468750
9.000000,0.000273,0.008562,0.008835,1.250844,80.631516
10.000000,0.000263,0.006768,0.007031,1.251452,81.315109
11.000000,0.000337,0.006303,0.006639,1.245936,81.152344
12.000000,0.000455,0.007132,0.007588,1.346494,80.143234
13.000000,0.000308,0.005446,0.005754,1.286747,80.859375
14.000000,0.000647,0.017096,0.017743,1.344917,81.217453
15.000000,0.000340,0.011158,0.011498,1.189747,81.347656
16.000000,0.000433,0.007194,0.007627,1.200881,81.282555
17.000000,0.000396,0.006378,0.006774,1.232110,81.250000
18.000000,0.000399,0.006077,0.006476,1.232992,81.022141
19.000000,0.000318,0.006669,0.006987,1.225046,81.054688
20.000000,0.000333,0.007709,0.008042,1.244634,81.477867
21.000000,0.000298,0.006436,0.006734,1.144198,81.380211
22.000000,0.000304,0.006423,0.006726,1.292842,81.770836
23.000000,0.000313,0.006714,0.007027,1.240313,81.250000
24.000000,0.000345,0.006501,0.006846,1.233606,81.542969
25.000000,0.000352,0.007013,0.007365,1.247714,81.087242
26.000000,0.000627,0.007981,0.008609,1.158206,81.803391
27.000000,0.000378,0.008920,0.009298,1.177821,81.510422
28.000000,0.000394,0.008249,0.008643,1.181781,81.282555
29.000000,0.000311,0.009064,0.009375,1.293831,80.631516
30.000000,0.000351,0.008201,0.008552,1.230189,80.924484
31.000000,0.000391,0.008672,0.009063,1.252991,81.217453
32.000000,0.000389,0.009234,0.009623,1.186016,81.315109
33.000000,0.000633,0.021421,0.022054,1.216378,81.119797
34.000000,0.000529,0.018043,0.018572,1.225623,80.794273
35.000000,0.000551,0.018202,0.018753,1.248085,80.989586
